Space name,Source Type,Package Name,Package Version,Ecosystem,Vulnerability ID,Severity,Aliases,Cwe_Ids,Severity_score,Group IDs,Experimental Analysis
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-2475-53vw-vp25,MODERATE,"BIT-tensorflow-2022-35968,CVE-2022-35968",CWE-617,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,GHSA-2475-53vw-vp25,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-247x-2f9f-5wp7,HIGH,"BIT-tensorflow-2022-23591,CVE-2022-23591,PYSEC-2022-100,PYSEC-2022-155","CWE-400,CWE-674",CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,"PYSEC-2022-100,GHSA-247x-2f9f-5wp7",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-24x4-6qmh-88qg,HIGH,"BIT-tensorflow-2022-23584,CVE-2022-23584,PYSEC-2022-148,PYSEC-2022-93",CWE-416,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:H,"PYSEC-2022-93,GHSA-24x4-6qmh-88qg",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-24x6-8c7m-hv3f,LOW,"BIT-tensorflow-2021-29590,CVE-2021-29590,PYSEC-2021-227,PYSEC-2021-518,PYSEC-2021-716",CWE-125,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,"PYSEC-2021-518,GHSA-24x6-8c7m-hv3f",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-26j7-6w8w-7922,LOW,"BIT-tensorflow-2021-29586,CVE-2021-29586,PYSEC-2021-223,PYSEC-2021-514,PYSEC-2021-712",CWE-369,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,"PYSEC-2021-514,GHSA-26j7-6w8w-7922",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-278g-rq84-9hmg,MODERATE,"BIT-tensorflow-2021-37673,CVE-2021-37673,PYSEC-2021-295,PYSEC-2021-586,PYSEC-2021-784",CWE-20,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,GHSA-278g-rq84-9hmg,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-27j5-4p9v-pp67,MODERATE,"BIT-tensorflow-2021-37644,CVE-2021-37644,PYSEC-2021-266,PYSEC-2021-557,PYSEC-2021-755",CWE-617,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,GHSA-27j5-4p9v-pp67,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-27qf-jwm8-g7f3,MODERATE,"BIT-tensorflow-2021-37691,CVE-2021-37691,PYSEC-2021-313,PYSEC-2021-604,PYSEC-2021-802",CWE-369,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,GHSA-27qf-jwm8-g7f3,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-27rc-728f-x5w2,MODERATE,"BIT-tensorflow-2022-41899,CVE-2022-41899","CWE-20,CWE-617",CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:N/I:N/A:H,GHSA-27rc-728f-x5w2,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-2cpx-427x-q2c6,LOW,"BIT-tensorflow-2021-29523,CVE-2021-29523,PYSEC-2021-160,PYSEC-2021-451,PYSEC-2021-649",CWE-190,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,"PYSEC-2021-451,GHSA-2cpx-427x-q2c6",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-2gfx-95x2-5v3x,LOW,"BIT-tensorflow-2021-29536,CVE-2021-29536,PYSEC-2021-173,PYSEC-2021-464,PYSEC-2021-662",CWE-787,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,"PYSEC-2021-464,GHSA-2gfx-95x2-5v3x",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-2p25-55c9-h58q,MODERATE,"BIT-tensorflow-2021-41198,CVE-2021-41198,PYSEC-2021-391,PYSEC-2021-608,PYSEC-2021-806",CWE-190,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,"PYSEC-2021-608,GHSA-2p25-55c9-h58q",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-2p9q-h29j-3f5v,MODERATE,"BIT-tensorflow-2022-29193,CVE-2022-29193",CWE-20,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,GHSA-2p9q-h29j-3f5v,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-2r2f-g8mw-9gvr,HIGH,"BIT-tensorflow-2022-29208,CVE-2022-29208",CWE-787,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H,GHSA-2r2f-g8mw-9gvr,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-2r8p-fg3c-wcj4,HIGH,"BIT-tensorflow-2021-37654,CVE-2021-37654,PYSEC-2021-276,PYSEC-2021-567,PYSEC-2021-765",CWE-125,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:H/VI:L/VA:H/SC:N/SI:N/SA:N,GHSA-2r8p-fg3c-wcj4,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-2vv3-56qg-g2cf,MODERATE,"BIT-tensorflow-2022-29200,CVE-2022-29200","CWE-1284,CWE-20",CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,GHSA-2vv3-56qg-g2cf,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-2wmv-37vq-52g5,MODERATE,"BIT-tensorflow-2021-37668,CVE-2021-37668,PYSEC-2021-290,PYSEC-2021-581,PYSEC-2021-779",CWE-369,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,GHSA-2wmv-37vq-52g5,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-2xgj-xhgf-ggjv,LOW,"BIT-tensorflow-2021-29612,CVE-2021-29612,PYSEC-2021-249,PYSEC-2021-540,PYSEC-2021-738","CWE-120,CWE-787",CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:N/VC:N/VI:L/VA:L/SC:N/SI:N/SA:N,"PYSEC-2021-540,GHSA-2xgj-xhgf-ggjv",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-34f9-hjfq-rr8j,HIGH,"BIT-tensorflow-2022-21729,CVE-2022-21729,PYSEC-2022-108,PYSEC-2022-53",CWE-190,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,"PYSEC-2022-53,GHSA-34f9-hjfq-rr8j",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-368v-7v32-52fx,MODERATE,"BIT-tensorflow-2022-41907,CVE-2022-41907",CWE-131,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:N/I:N/A:H,GHSA-368v-7v32-52fx,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-36vm-xw34-x4pj,LOW,"BIT-tensorflow-2021-29562,CVE-2021-29562,PYSEC-2021-199,PYSEC-2021-490,PYSEC-2021-688",CWE-617,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,"PYSEC-2021-490,GHSA-36vm-xw34-x4pj",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-374m-jm66-3vj8,MODERATE,"BIT-tensorflow-2021-41226,CVE-2021-41226,PYSEC-2021-418,PYSEC-2021-635,PYSEC-2021-833",CWE-125,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:H/VI:N/VA:H/SC:N/SI:N/SA:N,"PYSEC-2021-635,GHSA-374m-jm66-3vj8",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-37jf-mjv6-xfqw,MODERATE,"BIT-tensorflow-2022-35999,CVE-2022-35999",CWE-617,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,GHSA-37jf-mjv6-xfqw,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-393f-2jr3-cp69,LOW,"BIT-tensorflow-2021-29533,CVE-2021-29533,PYSEC-2021-170,PYSEC-2021-461,PYSEC-2021-659",CWE-754,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,"PYSEC-2021-461,GHSA-393f-2jr3-cp69",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-397c-5g2j-qxpv,MODERATE,"BIT-tensorflow-2022-35982,CVE-2022-35982",CWE-20,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,GHSA-397c-5g2j-qxpv,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-3ff2-r28g-w7h9,MODERATE,"BIT-tensorflow-2021-41216,CVE-2021-41216,PYSEC-2021-408,PYSEC-2021-625,PYSEC-2021-823","CWE-120,CWE-787",CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,"PYSEC-2021-625,GHSA-3ff2-r28g-w7h9",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-3h8m-483j-7xxm,LOW,"BIT-tensorflow-2021-29569,CVE-2021-29569,PYSEC-2021-206,PYSEC-2021-497,PYSEC-2021-695",CWE-125,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,"PYSEC-2021-497,GHSA-3h8m-483j-7xxm",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-3hxh-8cp2-g4hg,MODERATE,"BIT-tensorflow-2021-37690,CVE-2021-37690,PYSEC-2021-312,PYSEC-2021-603,PYSEC-2021-801",CWE-416,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:L/VI:L/VA:H/SC:N/SI:N/SA:N,GHSA-3hxh-8cp2-g4hg,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-3mw4-6rj6-74g5,HIGH,"BIT-tensorflow-2022-21739,CVE-2022-21739,PYSEC-2022-118,PYSEC-2022-63",CWE-476,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,"PYSEC-2022-63,GHSA-3mw4-6rj6-74g5",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-3qgw-p4fm-x7gf,LOW,"BIT-tensorflow-2021-29594,CVE-2021-29594,PYSEC-2021-231,PYSEC-2021-522,PYSEC-2021-720",CWE-369,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,"PYSEC-2021-522,GHSA-3qgw-p4fm-x7gf",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-3qxp-qjq7-w4hf,LOW,"BIT-tensorflow-2021-29531,CVE-2021-29531,PYSEC-2021-168,PYSEC-2021-459,PYSEC-2021-657",CWE-754,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,"PYSEC-2021-459,GHSA-3qxp-qjq7-w4hf",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-3rcw-9p9x-582v,MODERATE,"BIT-tensorflow-2021-41228,CVE-2021-41228,PYSEC-2021-420,PYSEC-2021-637,PYSEC-2021-835","CWE-78,CWE-94",CVSS:4.0/AV:L/AC:L/AT:P/PR:H/UI:N/VC:N/VI:N/VA:N/SC:H/SI:H/SA:H,"PYSEC-2021-637,GHSA-3rcw-9p9x-582v",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-3w67-q784-6w7c,LOW,"BIT-tensorflow-2021-29589,CVE-2021-29589,PYSEC-2021-226,PYSEC-2021-517,PYSEC-2021-715",CWE-369,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,"PYSEC-2021-517,GHSA-3w67-q784-6w7c",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-428x-9xc2-m8mj,HIGH,"BIT-tensorflow-2022-21741,CVE-2022-21741,PYSEC-2022-120,PYSEC-2022-65",CWE-369,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,"PYSEC-2022-65,GHSA-428x-9xc2-m8mj",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-43jf-985q-588j,MODERATE,"BIT-tensorflow-2022-23586,CVE-2022-23586,PYSEC-2022-150,PYSEC-2022-95",CWE-617,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,"PYSEC-2022-95,GHSA-43jf-985q-588j",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-43q8-3fv7-pr5x,HIGH,,CWE-354,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,GHSA-43q8-3fv7-pr5x,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-44qp-9wwf-734r,HIGH,"BIT-tensorflow-2022-21740,CVE-2022-21740,PYSEC-2022-119,PYSEC-2022-64","CWE-120,CWE-787",CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:L/VI:L/VA:H/SC:N/SI:N/SA:N,"PYSEC-2022-64,GHSA-44qp-9wwf-734r",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-452g-f7fp-9jf7,LOW,"BIT-tensorflow-2021-29513,CVE-2021-29513,PYSEC-2021-150,PYSEC-2021-441,PYSEC-2021-639",CWE-476,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,"PYSEC-2021-441,GHSA-452g-f7fp-9jf7",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-49rq-hwc3-x77w,HIGH,"BIT-tensorflow-2023-25670,CVE-2023-25670",CWE-476,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,GHSA-49rq-hwc3-x77w,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-49rx-x2rw-pc6f,MODERATE,"BIT-tensorflow-2021-41205,CVE-2021-41205,PYSEC-2021-398,PYSEC-2021-615,PYSEC-2021-813",CWE-125,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:H/VI:N/VA:H/SC:N/SI:N/SA:N,"PYSEC-2021-615,GHSA-49rx-x2rw-pc6f",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-4c4g-crqm-xrxw,MODERATE,"BIT-tensorflow-2021-37682,CVE-2021-37682,PYSEC-2021-304,PYSEC-2021-595,PYSEC-2021-793",CWE-908,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:N/VI:L/VA:L/SC:N/SI:N/SA:N,GHSA-4c4g-crqm-xrxw,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-4f99-p9c2-3j8x,HIGH,"BIT-tensorflow-2021-41219,CVE-2021-41219,PYSEC-2021-411,PYSEC-2021-628,PYSEC-2021-826","CWE-125,CWE-824",CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"PYSEC-2021-628,GHSA-4f99-p9c2-3j8x",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-4fg4-p75j-w5xj,LOW,"BIT-tensorflow-2021-29547,CVE-2021-29547,PYSEC-2021-184,PYSEC-2021-475,PYSEC-2021-673",CWE-125,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,"PYSEC-2021-475,GHSA-4fg4-p75j-w5xj",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-4g9f-63rx-5cw4,MODERATE,"BIT-tensorflow-2020-15190,CVE-2020-15190,PYSEC-2020-113,PYSEC-2020-270,PYSEC-2020-305","CWE-20,CWE-476",CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,"PYSEC-2020-270,GHSA-4g9f-63rx-5cw4",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-4hrh-9vmp-2jgg,LOW,"BIT-tensorflow-2021-29542,CVE-2021-29542,PYSEC-2021-179,PYSEC-2021-470,PYSEC-2021-668","CWE-131,CWE-787",CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,"PYSEC-2021-470,GHSA-4hrh-9vmp-2jgg",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-4hvf-hxvg-f67v,HIGH,"BIT-tensorflow-2022-23560,CVE-2022-23560,PYSEC-2022-124,PYSEC-2022-69","CWE-125,CWE-787",CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,"PYSEC-2022-69,GHSA-4hvf-hxvg-f67v",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-4hvv-7x94-7vq8,LOW,"BIT-tensorflow-2021-29616,CVE-2021-29616,PYSEC-2021-253,PYSEC-2021-544,PYSEC-2021-742",CWE-476,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,"PYSEC-2021-544,GHSA-4hvv-7x94-7vq8",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-4j82-5ccr-4r8v,MODERATE,"BIT-tensorflow-2022-23582,CVE-2022-23582,PYSEC-2022-146,PYSEC-2022-91",CWE-617,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,"PYSEC-2022-91,GHSA-4j82-5ccr-4r8v",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-4p4p-www8-8fv9,LOW,"BIT-tensorflow-2021-29568,CVE-2021-29568,PYSEC-2021-205,PYSEC-2021-496,PYSEC-2021-694","CWE-476,CWE-824",CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,"PYSEC-2021-496,GHSA-4p4p-www8-8fv9",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-4pc4-m9mj-v2r9,MODERATE,"BIT-tensorflow-2022-35972,CVE-2022-35972",CWE-20,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,GHSA-4pc4-m9mj-v2r9,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-4v5p-v5h9-6xjx,HIGH,"BIT-tensorflow-2022-23565,CVE-2022-23565,PYSEC-2022-129,PYSEC-2022-74",CWE-617,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,"PYSEC-2022-74,GHSA-4v5p-v5h9-6xjx",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-4vf2-4xcg-65cx,LOW,"BIT-tensorflow-2021-29526,CVE-2021-29526,PYSEC-2021-163,PYSEC-2021-454,PYSEC-2021-652",CWE-369,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,"PYSEC-2021-454,GHSA-4vf2-4xcg-65cx",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-4vrf-ff7v-hpgr,LOW,"BIT-tensorflow-2021-29596,CVE-2021-29596,PYSEC-2021-233,PYSEC-2021-524,PYSEC-2021-722",CWE-369,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,"PYSEC-2021-524,GHSA-4vrf-ff7v-hpgr",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-4w68-4x85-mjj9,MODERATE,"BIT-tensorflow-2022-35966,CVE-2022-35966",CWE-20,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,GHSA-4w68-4x85-mjj9,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-4xfp-4pfp-89wg,MODERATE,"BIT-tensorflow-2021-37656,CVE-2021-37656,PYSEC-2021-278,PYSEC-2021-569,PYSEC-2021-767",CWE-824,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:N/VI:H/VA:H/SC:N/SI:N/SA:N,GHSA-4xfp-4pfp-89wg,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-545v-42p7-98fq,LOW,"BIT-tensorflow-2021-29570,CVE-2021-29570,PYSEC-2021-207,PYSEC-2021-498,PYSEC-2021-696",CWE-125,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,"PYSEC-2021-498,GHSA-545v-42p7-98fq",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-54ch-gjq5-4976,MODERATE,"BIT-tensorflow-2022-29205,CVE-2022-29205","CWE-476,CWE-908",CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,GHSA-54ch-gjq5-4976,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-54pp-c6pp-7fpx,MODERATE,"BIT-tensorflow-2022-41886,CVE-2022-41886",CWE-131,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:N/I:N/A:H,GHSA-54pp-c6pp-7fpx,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-558h-mq8x-7q9g,HIGH,"BIT-tensorflow-2023-25665,CVE-2023-25665",CWE-476,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,GHSA-558h-mq8x-7q9g,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-57wx-m983-2f88,CRITICAL,"BIT-tensorflow-2021-41208,CVE-2021-41208,PYSEC-2021-400,PYSEC-2021-617,PYSEC-2021-815","CWE-476,CWE-824",CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,"PYSEC-2021-617,GHSA-57wx-m983-2f88",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-5889-7v45-q28m,MODERATE,"BIT-tensorflow-2022-29213,CVE-2022-29213","CWE-20,CWE-617",CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,GHSA-5889-7v45-q28m,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-59q2-x2qc-4c97,LOW,"BIT-tensorflow-2021-29559,CVE-2021-29559,PYSEC-2021-196,PYSEC-2021-487,PYSEC-2021-685",CWE-125,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,"PYSEC-2021-487,GHSA-59q2-x2qc-4c97",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-5crj-c72x-m7gq,MODERATE,"BIT-tensorflow-2021-41217,CVE-2021-41217,PYSEC-2021-409,PYSEC-2021-626,PYSEC-2021-824",CWE-476,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,"PYSEC-2021-626,GHSA-5crj-c72x-m7gq",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-5f2r-qp73-37mr,MODERATE,"BIT-tensorflow-2022-23579,CVE-2022-23579,PYSEC-2022-143,PYSEC-2022-88",CWE-617,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,"PYSEC-2022-88,GHSA-5f2r-qp73-37mr",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-5gqf-456p-4836,LOW,"BIT-tensorflow-2021-29572,CVE-2021-29572,PYSEC-2021-209,PYSEC-2021-500,PYSEC-2021-698",CWE-476,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,"PYSEC-2021-500,GHSA-5gqf-456p-4836",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-5hj3-vjjf-f5m7,MODERATE,"BIT-tensorflow-2021-37672,CVE-2021-37672,PYSEC-2021-294,PYSEC-2021-585,PYSEC-2021-783",CWE-125,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,GHSA-5hj3-vjjf-f5m7,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-5hx2-qx8j-qjqm,MODERATE,"BIT-tensorflow-2021-41199,CVE-2021-41199,PYSEC-2021-392,PYSEC-2021-609,PYSEC-2021-807",CWE-190,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,"PYSEC-2021-609,GHSA-5hx2-qx8j-qjqm",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-5qw5-89mw-wcg2,HIGH,"BIT-tensorflow-2022-23566,CVE-2022-23566,PYSEC-2022-130,PYSEC-2022-75",CWE-787,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,"PYSEC-2022-75,GHSA-5qw5-89mw-wcg2",
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-5v77-j66x-4c4g,MODERATE,"BIT-tensorflow-2022-29196,CVE-2022-29196","CWE-1284,CWE-20",CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,GHSA-5v77-j66x-4c4g,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-5w96-866f-6rm8,HIGH,"BIT-tensorflow-2023-27579,CVE-2023-27579",CWE-697,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,GHSA-5w96-866f-6rm8,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-5wpj-c6f7-24x8,MODERATE,"BIT-tensorflow-2022-29207,CVE-2022-29207","CWE-20,CWE-475",CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,GHSA-5wpj-c6f7-24x8,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-5xwc-mrhx-5g3m,MODERATE,"BIT-tensorflow-2021-37657,CVE-2021-37657,PYSEC-2021-279,PYSEC-2021-570,PYSEC-2021-768",CWE-824,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:N/VI:H/VA:H/SC:N/SI:N/SA:N,GHSA-5xwc-mrhx-5g3m,
,lockfile,tensorflow-cpu,2.1.0,PyPI,GHSA-627q-g293-49q7,MODERATE,"BIT-tensorflow-2022-23580,CVE-2022-23580,PYSEC-2022-144,PYSEC-2022-89","CWE-1284,CWE-400",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,"PYSEC-2022-89,GHSA-627q-g293-49q7",
